District_Name,UnitName,FIRNo,RI,Year,Month,Offence_From_Date,Offence_To_Date,FIR_Reg_DateTime,FIR_Date,FIR Type,FIR_Stage,Complaint_Mode,CrimeGroup_Name,CrimeHead_Name,Latitude,Longitude,ActSection,IOName,KGID,IOAssigned_Date,Internal_IO,Place of Offence,Distance from PS,Beat_Name,Village_Area_Name,Male,Female,Boy,Girl,Age 0,VICTIM COUNT,Accused Count,Arrested Male,Arrested Female,Arrested Count	No.,Accused_ChargeSheeted Count,Conviction Count,FIR_ID,Unit_ID,Crime_No
Bagalkot,Amengad PS,0190/2016,1,2016,10,2016-10-19 20:00:00.000,2016-10-19 20:05:00.000,2016-10-20 14:30:00.000,20/10/2016,Non Heinous,Convicted,Written,MOTOR VEHICLE ACCIDENTS NON-FATAL,State Highways,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 338,337,279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 196,146 ",SHRISHAIL K BYAKOD   (PI),133999,NULL,8000071,"KAMATAGI BGK SH 20 ROAD NEAR BASAVANNA TEMPLE, KAMATAGI BGK SH 20 ROAD NEAR BASAVANNA TEMPLE",WEST FROM PS 16 KM,RURAL BEAT NO 13,KAMATAGI,4,0,0,0,0,0,1,1,0,1,1,0,2016000202,1245,10470124520160190
Bagalkot,Amengad PS,0191/2016,1,2016,10,2016-10-23 10:00:00.000,2016-10-23 10:15:00.000,2016-10-23 11:00:00.000,23/10/2016,Non Heinous,BoundOver,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 110),0.0000000000000000000000,0.0000000000000000000000,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 110(E)(G) ",R S BIRADAR   (PI),1898733,NULL,42900007,"ILAL VILLAGE AGISI FRONT PUBLIC PLACE, ILAL VILLAGE AGISI FRONT PUBLIC PLACE",SOUTH TOWARDS 20 KM,OP RURAL BEAT NO 28,DAMMUR,0,0,0,0,0,0,1,1,0,1,1,0,2016000203,1245,10470124520160191
Bagalkot,Amengad PS,0192/2016,1,2016,10,2016-10-23 23:00:00.000,2016-10-24 03:00:00.000,2016-10-24 14:00:00.000,24/10/2016,Non Heinous,Pending Trial,Written,BURGLARY - NIGHT,In Other Places,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 457,380 ",R S BIRADAR   (PI),1898733,NULL,42900007,"GUDUR VILLAGE COMPLAINT WINE SHOP, GUDUR VILLAGE COMPLAINT WINE SHOP",SOUTH FROM PS 14 KM,GUDUR TOWN BEAT NO 21,GUDUR,0,0,0,0,0,0,0,1,0,1,1,0,2016000204,1245,10470124520160192
Bagalkot,Amengad PS,0193/2016,1,2016,10,2016-10-23 18:00:00.000,2016-10-23 18:05:00.000,2016-10-24 16:30:00.000,24/10/2016,Non Heinous,Convicted,Written,MOTOR VEHICLE ACCIDENTS NON-FATAL,Other Roads,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 279 ",R S BIRADAR   (PI),1898733,NULL,42900007,"AMD-KAMATAGI SH 20 ROAD NEAR BYALI FORM HOUSE, AMD-KAMATAGI SH 20 ROAD NEAR BYALI FORM HOUSE",WEST FROM PS TOWARDS 8 KM,RURAL BEAT NO 3,AIHOLE,0,0,0,0,0,0,1,1,0,1,1,0,2016000205,1245,10470124520160193
Bagalkot,Amengad PS,0194/2016,1,2016,10,2015-02-20 09:00:00.000,2015-02-20 09:05:00.000,2016-10-26 13:00:00.000,26/10/2016,Non Heinous,Traced,Written,MISSING PERSON,Women,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 00MP ",R S BIRADAR   (PI),1898733,NULL,42900007,"KUNABENCHI VILLAGE COMPLAINANT HOUSE, KUNABENCHI VILLAGE COMPLAINANT HOUSE",SOUTH TOWARDS 5 KM,RURAL BEAT NO 6,SULEBAVI,0,1,0,0,0,0,0,0,0,0,0,0,2016000206,1245,10470124520160194
Bagalkot,Amengad PS,0195/2016,1,2016,10,2016-10-26 11:40:00.000,2016-10-26 11:45:00.000,2016-10-28 20:30:00.000,28/10/2016,Non Heinous,Convicted,Written,MOTOR VEHICLE ACCIDENTS NON-FATAL,State Highways,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 338,337,279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 181,3 ",R S BIRADAR   (PI),1898733,NULL,42900007,"SULEBAVI VILLAGE BUSTAND, SULEBAVI VILLAGE BUSTAND",SOUTH TOWARDS 3 KM,RURAL BEAT NO 6,SULEBAVI,1,1,0,0,0,0,1,1,0,1,1,0,2016000207,1245,10470124520160195
Bagalkot,Amengad PS,0197/2016,1,2016,11,2016-11-08 19:30:00.000,2016-11-08 19:35:00.000,2016-11-08 20:40:00.000,08/11/2016,Non Heinous,Convicted,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),0.0000000000000000000000,0.0000000000000000000000,"KARNATAKA POLICE ACT, 1963 U/s: 78(III) ",C.A.KALABURGI   (ASI),1018998,NULL,188800009,"RAKKASAGI VILLAGE BUSTAND NEAR, RAKKASAGI VILLAGE BUSTAND NEAR",EAST FROM PS 3 KM,RURAL BEAT NO 6,SULEBAVI,0,0,0,0,0,0,1,1,0,1,1,0,2016000209,1245,10470124520160197
Bagalkot,Amengad PS,0198/2016,1,2016,11,2016-11-08 20:40:00.000,2016-11-08 20:45:00.000,2016-11-08 21:40:00.000,08/11/2016,Non Heinous,Convicted,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),0.0000000000000000000000,0.0000000000000000000000,"KARNATAKA POLICE ACT, 1963 U/s: 78(III) ",C.A.KALABURGI   (ASI),1018998,NULL,188800009,"KAMATAGI SHEVALAL SCHOOL NEAR PUBLIC PLACE, KAMATAGI SHEVALAL SCHOOL NEAR PUBLIC PLACE",WEST TOWARDS  14 KM,RURAL BEAT NO 13,KAMATAGI,0,0,0,0,0,0,1,1,0,1,1,0,2016000210,1245,10470124520160198
Bagalkot,Amengad PS,0199/2016,1,2016,11,2016-11-09 19:15:00.000,2016-11-09 19:20:00.000,2016-11-09 20:30:00.000,09/11/2016,Non Heinous,Convicted,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),0.0000000000000000000000,0.0000000000000000000000,"KARNATAKA POLICE ACT, 1963 U/s: 78(III) ",T.C.BASARAKOD   (ASI),1016051,NULL,125900024,"AMINAGAD BUS STAND NEAR PUBLIC PLACE, AMINAGAD BUS STAND NEAR PUBLIC PLACE",WEST TOWARDS  500 MITER,AMINAGAD TOWN BEAT NO 1,AMINAGAD,0,0,0,0,0,0,1,1,0,1,1,0,2016000211,1245,10470124520160199
Bagalkot,Amengad PS,0200/2016,1,2016,11,2016-11-13 19:45:00.000,2016-11-13 19:50:00.000,2016-11-14 19:30:00.000,14/11/2016,Non Heinous,Convicted,Written,MOTOR VEHICLE ACCIDENTS NON-FATAL,State Highways,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 338,337,279 ",R S BIRADAR   (PI),1898733,NULL,42900007,"AMINAGAD BAGALKOT SH-20 ROAD NEAR AMINAGAD HONDA, AMINAGAD BAGALKOT SH-20 ROAD NEAR AMINAGAD HONDA",WEST TOWARDS 1 KM,AMINAGAD TOWN BEAT NO 1,AMINAGAD,2,0,0,0,0,0,1,1,0,1,1,0,2016000213,1245,10470124520160200
Bagalkot,Amengad PS,0201/2016,1,2016,11,2016-11-27 10:30:00.000,2016-11-27 10:35:00.000,2016-11-27 14:20:00.000,27/11/2016,Non Heinous,Dis/Acq,Written,MOLESTATION,Other Places,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 324,323,149,148,147,143,504,506,354(B) ",P.A.JADAV   (PSI),1016018,NULL,188800039,"DAMMUR VILLAGE COMPLAINANT, DAMMUR VILLAGE COMPLAINANT",SOUTH TOWARDS 20 KM,OP RURAL BEAT NO 28,DAMMUR,1,0,0,0,0,0,5,3,2,5,5,0,2016000216,1245,10470124520160201
Bagalkot,Amengad PS,0202/2016,1,2016,11,2016-11-27 10:00:00.000,2016-11-27 10:05:00.000,2016-11-27 16:00:00.000,27/11/2016,Non Heinous,Pending Trial,Written,MOLESTATION,Other Places,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 324,323,149,148,143,504,506,354(B),147 ",SHRISHAIL K BYAKOD   (PI),133999,NULL,8000071,"DUMMUR VILLAGE COMPLAINANT HOUSE, DUMMUR VILLAGE COMPLAINANT HOUSE",SOUTH TOWARDS 20 KM,OP RURAL BEAT NO 28,DAMMUR,0,1,0,0,0,0,5,3,2,5,5,0,2016000217,1245,10470124520160202
Bagalkot,Amengad PS,0203/2016,1,2016,11,2016-11-28 13:00:00.000,2016-11-28 13:05:00.000,2016-11-28 14:45:00.000,28/11/2016,Non Heinous,Pending Trial,Sue-moto by Police,Karnataka State Local Act,Mmdr (Mines & Minerals Regulation Development) Act 1957,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 379 MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957 U/s: 21,4(1A),4(1) ",T.C.BASARAKOD   (ASI),1016051,NULL,125900024,"AIHOLE VILLAGE DESAI WADE NEAR, AIHOLE VILLAGE DESAI WADE NEAR",SOUTH TOWARDS 8 KM,RURAL BEAT NO 3,AIHOLE,0,0,0,0,0,0,1,2,0,2,2,0,2016000218,1245,10470124520160203
Bagalkot,Amengad PS,0204/2016,1,2016,11,2016-11-30 14:20:00.000,2016-11-30 14:25:00.000,2016-11-30 16:00:00.000,30/11/2016,Non Heinous,Other Disposal,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Street Gambling (87),0.0000000000000000000000,0.0000000000000000000000,"KARNATAKA POLICE ACT, 1963 U/s: 87 ",S G HELVAR   (ASI),1270757,NULL,124000015,"SULEBAVI VILLAGE YAMANUR HULYAL HOUSE NEAR PUBLIC, SULEBAVI VILLAGE YAMANUR HULYAL HOUSE NEAR PUBLIC",SOUTH TOWARDS 4 KM,RURAL BEAT NO 6,SULEBAVI,0,0,0,0,0,0,8,8,0,8,8,0,2016000219,1245,10470124520160204
Bagalkot,Amengad PS,0205/2016,1,2016,12,2016-12-02 19:00:00.000,2016-12-02 19:05:00.000,2016-12-03 12:00:00.000,03/12/2016,Non Heinous,Pending Trial,Written,Karnataka State Local Act,Karnataka Private Medical Institution Act 2007,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 336 KARNATAKA PRIVATE MEDICAL ESTABLISHMENT ACT, 2007 U/s: 7(1),19 ",SHRISHAIL K BYAKOD   (PI),133999,NULL,8000071,"AMINAGADA M S HUNGUND CLINIC, AMINAGADA M S HUNGUND CLINIC",EAST FROM 700 MM,AMINAGAD TOWN BEAT NO 1,AMINAGAD,0,0,0,0,0,0,1,0,0,0,1,0,2016000220,1245,10470124520160205
Bagalkot,Amengad PS,0206/2016,1,2016,12,2016-12-02 20:45:00.000,2016-12-02 20:50:00.000,2016-12-03 13:30:00.000,03/12/2016,Non Heinous,Pending Trial,Written,Karnataka State Local Act,Karnataka Private Medical Institution Act 2007,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 336 KARNATAKA PRIVATE MEDICAL ESTABLISHMENT ACT, 2007 U/s: 7(1),19 ",SHRISHAIL K BYAKOD   (PI),133999,NULL,8000071,", ",SOUTH TOWARDS 8 KM,RURAL BEAT NO 3,AIHOLE,0,0,0,0,0,0,1,1,0,1,1,0,2016000221,1245,10470124520160206
Bagalkot,Amengad PS,0207/2016,1,2016,12,2016-06-03 10:00:00.000,2016-12-03 10:00:00.000,2016-12-03 18:30:00.000,03/12/2016,Non Heinous,BoundOver,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),0.0000000000000000000000,0.0000000000000000000000,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",C.A.KALABURGI   (ASI),1018998,NULL,188800009,"DAMMUR VILLAGE ACCUSED LAND, DAMMUR VILLAGE ACCUSED LAND",SOUTH TOWARDS 20 KM,OP RURAL BEAT NO 28,DAMMUR,0,0,0,0,0,0,5,0,0,0,5,0,2016000222,1245,10470124520160207
Bagalkot,Amengad PS,0208/2016,1,2016,12,2016-12-07 11:00:00.000,2016-12-07 11:05:00.000,2016-12-08 18:00:00.000,08/12/2016,Non Heinous,Dis/Acq,Written,ATTEMPT TO MURDER,Civil Disputes,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 307,504,34,506 ",P.A.JADAV   (PSI),1016018,NULL,188800039,"MUGANUR VILLAGE COMPLAINANT HOUSE FRONT, MUGANUR VILLAGE COMPLAINANT HOUSE FRONT",NORTH TOWARDS 15 KM,RURAL BEAT NO 16,MADAPUR,1,0,0,0,0,0,2,1,0,1,2,0,2016000223,1245,10470124520160208
Bagalkot,Amengad PS,0209/2016,1,2016,12,2016-12-07 15:00:00.000,2016-12-07 15:05:00.000,2016-12-09 19:00:00.000,09/12/2016,Non Heinous,Dis/Acq,Written,MOLESTATION,Other Places,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 324,323,504,34,506,354(B) ",P.A.JADAV   (PSI),1016018,NULL,188800039,"MUGANUR VILLAGE COMPLAINANT FRONT HOUSE, MUGANUR VILLAGE COMPLAINANT FRONT HOUSE",SOUTH TOWARDS 15 KM,RURAL BEAT NO 16,MADAPUR,1,0,0,0,0,0,2,0,0,0,2,0,2016000224,1245,10470124520160209
Bagalkot,Amengad PS,0210/2016,1,2016,12,2016-12-18 03:30:00.000,2016-12-18 03:35:00.000,2016-12-19 15:30:00.000,19/12/2016,Non Heinous,Convicted,Written,MOTOR VEHICLE ACCIDENTS NON-FATAL,State Highways,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 279 ",G.H.KUPPI   (PSI),1332599,NULL,123600010,"AMINAGAD BAGALKOT SH-20 ROAD NEAR SAI SCHOOL, AMINAGAD BAGALKOT SH-20 ROAD NEAR SAI SCHOOL",WEST  TOWARDS 4 KM,AMINAGAD TOWN BEAT NO 1,AMINAGAD,0,0,0,0,0,0,1,1,0,1,1,0,2016000226,1245,10470124520160210
Bagalkot,Amengad PS,0211/2016,1,2016,12,2016-12-23 17:00:00.000,2016-12-23 17:05:00.000,2016-12-23 19:00:00.000,23/12/2016,Non Heinous,False Case,Written,Karnataka State Local Act,Mmdr (Mines & Minerals Regulation Development) Act 1957,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 379 MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957 U/s: 21,4(1A),4(1) ",CHANDRASHEKHAR P   (PSI),2273278,NULL,123300127,"SULEBAVI VILLEGA NEKAR COLONY NEAR, SULEBAVI VILLEGA NEKAR COLONY NEAR",SOUTH TOWARDS 3 KM,RURAL BEAT NO 6,SULEBAVI,0,0,0,0,0,0,4,20,0,20,24,0,2016000227,1245,10470124520160211
Bagalkot,Amengad PS,0212/2016,1,2016,12,2016-12-27 20:15:00.000,2016-12-27 20:20:00.000,2016-12-28 08:15:00.000,28/12/2016,Heinous,Dis/Acq,Written,MOTOR VEHICLE ACCIDENTS FATAL,State Highways,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 304(A),338,337,279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 196,181(3),146 ",Karuneshagowda J   (PI),1820048,NULL,97500025,"AMID BGK SH 20 ROAD NEAR BUVANESHWARI ITI COLLEGE, AMID BGK SH 20 ROAD NEAR BUVANESHWARI ITI COLLEGE",WEST FROM PS TOWARDS 1 KM,AMINAGAD TOWN BEAT NO 1,AMINAGAD,3,0,0,0,0,0,1,0,0,0,1,0,2016000228,1245,10470124520160212
Bagalkot,Amengad PS,0213/2016,1,2016,12,2016-12-29 18:15:00.000,2016-12-29 18:20:00.000,2016-12-29 19:30:00.000,29/12/2016,Non Heinous,Convicted,Written,KARNATAKA POLICE ACT 1963,Street Gambling (87),0.0000000000000000000000,0.0000000000000000000000,"KARNATAKA POLICE ACT, 1963 U/s: 87 ",P.A.JADAV   (PSI),1016018,NULL,188800039,"RANGA MANDIR OPPOSITE PUBLIC PLACE, RANGA MANDIR OPPOSITE PUBLIC PLACE",03 KM SOUTH FROM PS,RURAL BEAT NO 6,SULEBAVI,0,0,0,0,0,0,8,8,0,8,8,0,2016000229,1245,10470124520160213
Bagalkot,Amengad PS,0214/2016,1,2016,12,2016-12-29 19:15:00.000,2016-12-29 19:20:00.000,2016-12-30 18:30:00.000,30/12/2016,Heinous,Abated,Written,MOTOR VEHICLE ACCIDENTS FATAL,Other Roads,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 278,337,338,304(A),279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 196,186,181,3 ",Karuneshagowda J   (PI),1820048,NULL,97500025,"KAMATAGI CROSS TO KAMATAGI ROAD NEAR MATH LAND, KAMATAGI CROSS TO KAMATAGI ROAD NEAR MATH LAND",12 KM FROM EAST,RURAL BEAT NO 13,KAMATAGI,2,0,0,0,0,0,1,0,0,0,1,0,2016000230,1245,10470124520160214
Bagalkot,Amengad PS,0001/2017,1,2017,1,2017-01-02 19:40:00.000,2017-01-02 19:45:00.000,2017-01-02 21:30:00.000,02/01/2017,Non Heinous,Convicted,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),0.0000000000000000000000,0.0000000000000000000000,"KARNATAKA POLICE ACT, 1963 U/s: 78(III) ",G.H.KUPPI   (PSI),1332599,NULL,123600010,"CHIKANAL VILLAGE HANAMANT TEMPAL NEAR, CHIKANAL VILLAGE HANAMANT TEMPAL NEAR",SOUTH TOWARDS 20 KM,GUDUR OP BEAT NO 24,UPANAL,0,0,0,0,0,0,1,1,0,1,1,1,2017000001,1245,10470124520170001
Bagalkot,Amengad PS,0002/2017,1,2017,1,2017-01-02 21:00:00.000,2017-01-02 21:05:00.000,2017-01-03 10:00:00.000,03/01/2017,Heinous,Abated,Written,MOTOR VEHICLE ACCIDENTS FATAL,State Highways,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 304(A),338,337,279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 181,3 ",Karuneshagowda J   (PI),1820048,NULL,97500025,"AMINAGAD BAGALKOT SH-20 ROAD NEAR HP PETROL PUMP, AMINAGAD BAGALKOT SH-20 ROAD NEAR HP PETROL PUMP",WEST TOWARDS 1.5 KM,AMINAGAD TOWN BEAT NO 1,AMINAGAD,2,0,0,0,0,0,0,0,0,0,1,0,2017000002,1245,10470124520170002
Bagalkot,Amengad PS,0003/2017,1,2017,1,2017-01-06 05:00:00.000,2017-01-06 05:05:00.000,2017-01-06 09:00:00.000,06/01/2017,Non Heinous,Dis/Acq,Sue-moto by Police,Karnataka State Local Act,Mmdr (Mines & Minerals Regulation Development) Act 1957,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 379 MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957 U/s: 21 ",P.A.JADAV   (PSI),1016018,NULL,188800039,"GUDUR VILLAGE BADAMI CROSS, GUDUR VILLAGE BADAMI CROSS",SOUTH TOWARDS 14 KM,GUDUR TOWN BEAT NO 21,GUDUR,0,0,0,0,0,0,1,2,0,2,2,0,2017000004,1245,10470124520170003
Bagalkot,Amengad PS,0004/2017,1,2017,1,2017-01-07 18:20:00.000,2017-01-07 18:25:00.000,2017-01-07 19:30:00.000,07/01/2017,Non Heinous,Convicted,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Street Gambling (87),0.0000000000000000000000,0.0000000000000000000000,"KARNATAKA POLICE ACT, 1963 U/s: 87 ",T.C.BASARAKOD   (ASI),1016051,NULL,125900024,"KELUR VILLAGE MANTAESHWAR TEMPAL FRONT PUBLIC PLAC, KELUR VILLAGE MANTAESHWAR TEMPAL FRONT PUBLIC PLAC",SOUTH TOWARDS 9 KM,GUDUR OP BEAT NO 24,UPANAL,0,0,0,0,0,0,3,4,0,4,4,4,2017000005,1245,10470124520170004
Bagalkot,Amengad PS,0005/2017,1,2017,1,2017-01-07 20:20:00.000,2017-01-07 20:25:00.000,2017-01-07 21:45:00.000,07/01/2017,Non Heinous,Pending Trial,Sue-moto by Police,Karnataka State Local Act,Karnataka Excise Act 1965,0.0000000000000000000000,0.0000000000000000000000,"KARNATAKA EXCISE ACT, 1965 U/s: 34,32 ",G.H.KUPPI   (PSI),1332599,NULL,123600010,"KALLIGUDDA AIHOLE ROAD DABA NEAR PUBLIC PLACE, KALLIGUDDA AIHOLE ROAD DABA NEAR PUBLIC PLACE",SOUTH TOWARDS 9 KM,RURAL BEAT NO 3,AIHOLE,0,0,0,0,0,0,1,1,0,1,1,0,2017000006,1245,10470124520170005
Bagalkot,Amengad PS,0006/2017,1,2017,1,2017-01-07 20:45:00.000,2017-01-07 20:50:00.000,2017-01-07 22:30:00.000,07/01/2017,Non Heinous,Pending Trial,Sue-moto by Police,Karnataka State Local Act,Karnataka Excise Act 1965,0.0000000000000000000000,0.0000000000000000000000,"KARNATAKA EXCISE ACT, 1965 U/s: 34,32 ",G.H.KUPPI   (PSI),1332599,NULL,123600010,"AIHOLE BUS STAND NEAR PUBLIC PLACE, AIHOLE BUS STAND NEAR PUBLIC PLACE",SOUTH TOWARDS 7 KM,RURAL BEAT NO 3,AIHOLE,0,0,0,0,0,0,1,1,0,1,1,0,2017000007,1245,10470124520170006
Bagalkot,Amengad PS,0007/2017,1,2017,1,2017-01-10 12:30:00.000,2017-01-10 12:35:00.000,2017-01-10 14:45:00.000,10/01/2017,Non Heinous,Pending Trial,Sue-moto by Police,Karnataka State Local Act,Mmdr (Mines & Minerals Regulation Development) Act 1957,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 379 MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957 U/s: 21 ",S G HELVAR   (ASI),1270757,NULL,124000015,"AMINAGAD TOWN NEAR CHITTARAGI CROSS, AMINAGAD TOWN NEAR CHITTARAGI CROSS",EAST FROM PS TOWARDS 1 KM,AMINAGAD TOWN BEAT NO 1,AMINAGAD,0,0,0,0,0,0,0,3,1,4,4,0,2017000008,1245,10470124520170007
Bagalkot,Amengad PS,0008/2017,1,2017,1,2017-01-16 18:20:00.000,2017-01-16 18:25:00.000,2017-01-16 19:45:00.000,16/01/2017,Non Heinous,Convicted,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Street Gambling (87),0.0000000000000000000000,0.0000000000000000000000,"KARNATAKA POLICE ACT, 1963 U/s: 87 ",R.S.AMBIGER   (WHC),1878783,NULL,124200036,"CHIKKAMAGI VILLAGE NEAR BUS STAND OPEN PLACE, CHIKKAMAGI VILLAGE NEAR BUS STAND OPEN PLACE",NORTH FROM PS TOWARDS 15 KM,RURAL BEAT NO 13,KAMATAGI,0,0,0,0,0,0,4,4,0,4,4,4,2017000009,1245,10470124520170008
Bagalkot,Amengad PS,0009/2017,1,2017,1,2017-01-18 12:05:00.000,2017-01-18 12:10:00.000,2017-01-18 13:30:00.000,18/01/2017,Non Heinous,Convicted,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),0.0000000000000000000000,0.0000000000000000000000,"KARNATAKA POLICE ACT, 1963 U/s: 78(III) ",G.H.KUPPI   (PSI),1332599,NULL,123600010,"AMINAGAD TOWN NEAR CHITTARAGI CROSS, AMINAGAD TOWN NEAR CHITTARAGI CROSS",EAST 1 KM FROM PS,AMINAGAD TOWN BEAT NO 1,AMINAGAD,0,0,0,0,0,0,1,1,0,1,1,1,2017000010,1245,10470124520170009
Bagalkot,Amengad PS,0010/2017,1,2017,1,2016-07-19 11:00:00.000,2017-01-19 08:05:00.000,2017-01-19 11:00:00.000,19/01/2017,Non Heinous,BoundOver,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),0.0000000000000000000000,0.0000000000000000000000,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",P.A.JADAV   (PSI),1016018,NULL,188800039,"AMINAGAD TOWN, AMINAGAD TOWN",500 MTRFROM PS,AMINAGAD TOWN BEAT NO 1,AMINAGAD,0,0,0,0,0,0,1,0,0,0,1,0,2017000011,1245,10470124520170010
Bagalkot,Amengad PS,0011/2017,1,2017,1,2017-01-19 21:30:00.000,2017-01-19 21:35:00.000,2017-01-20 15:30:00.000,20/01/2017,Heinous,Pending Trial,Written,MURDER,Due To Sexual Jealousy,0.0000000000000000000000,0.0000000000000000000000,"IPC 1860 U/s: 109,34,376,307,302 ",GIRISH S B   (Dy.SP),073034,NULL,28900301,"AMINAGAD TO SULEBAVI ROAD NEAR NAWACHETAN SCHOOL, AMINAGAD TO SULEBAVI ROAD NEAR NAWACHETAN SCHOOL",SOUTH TOWARDS 500 M,AMINAGAD TOWN BEAT NO 1,AMINAGAD,0,1,0,0,0,0,4,2,0,2,2,0,2017000012,1245,10470124520170011
Bagalkot,Amengad PS,0012/2017,1,2017,1,2017-01-27 17:05:00.000,2017-01-27 17:10:00.000,2017-01-27 18:30:00.000,27/01/2017,Non Heinous,Convicted,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Street Gambling (87),0.0000000000000000000000,0.0000000000000000000000,"KARNATAKA POLICE ACT, 1963 U/s: 87 ",R.S.AMBIGER   (WHC),1878783,NULL,124200036,"AMINAGAD CITY BANNAD HOME NEAR PUBLIC PLACE, AMINAGAD CITY BANNAD HOME NEAR PUBLIC PLACE",WEST TOWARDS 1 KM,AMINAGAD TOWN BEAT NO 1,AMINAGAD,0,0,0,0,0,0,4,4,0,4,4,4,2017000014,1245,10470124520170012
Bagalkot,Amengad PS,0013/2017,1,2017,1,2017-01-28 18:40:00.000,2017-01-28 18:45:00.000,2017-01-28 20:15:00.000,28/01/2017,Non Heinous,Convicted,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Street Gambling (87),0.0000000000000000000000,0.0000000000000000000000,"KARNATAKA POLICE ACT, 1963 U/s: 87 ",G.H.KUPPI   (PSI),1332599,NULL,123600010,"KAMATAGI BASARIKATTI ROAD NEAR MASHASHETTI FIELED, KAMATAGI BASARIKATTI ROAD NEAR MASHASHETTI FIELED",WEST TOWARDS 15 KM,RURAL BEAT NO 13,KAMATAGI,0,0,0,0,0,0,5,5,0,5,5,5,2017000015,1245,10470124520170013
Bagalkot,Amengad PS,0014/2017,1,2017,1,2017-01-30 18:01:00.000,2017-01-30 18:05:00.000,2017-01-30 20:00:00.000,30/01/2017,Non Heinous,Convicted,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),0.0000000000000000000000,0.0000000000000000000000,"KARNATAKA POLICE ACT, 1963 U/s: 78(III) ",LAXMIKANTHA S BANNIKOL  (PSI),2481360,NULL,48600207,"CHIKANAL VILLAGE NEAR HANUMAN TEMPLE PUBLIC PLACE, CHIKANAL VILLAGE NEAR HANUMAN TEMPLE PUBLIC PLACE",SOUTH FROM PS TOWARDS 18 KM,GUDUR OP BEAT NO 24,UPANAL,0,0,0,0,0,0,1,1,0,1,1,1,2017000016,1245,10470124520170014
